Uberstrain	Name	Data Source(Accession No.;Sequencing Platform;Sequencing Library;Insert Size;Experiment;Bases;Average Length;Status)	Barcode	Source Niche	Source Type	Source Details	Collection Year	Collection Month	Collection Day	Collection Time	Continent	Country	Region	District	City	Post Code	Latitude	Longitude	Serovar	Subspecies	Disease	Antigenic Formulas	Lab Contact	Phage Type	Comment	Bio Project ID	Project ID	Sample ID	Secondary Sample ID	Date Entered	Release Date	Differences	ST	HC0 (indistinguishable)	HC2	HC5	HC10	HC20	HC50	HC100	HC200	HC400	HC900 (ceBG)	HC2000 (Super-lineage)	HC2600	HC2850 (subsp.)
SAL_LA6287AA	34908	SRR6108692;ILLUMINA;Paired;500;SRX3223557;194121088;224	SAL_LA6287AA	Livestock	Swine	Intestine (Porcine)	2015				North America	United States	Minnesota										FDA Center for Food Safety and Applied Nutrition			PRJNA215333	SRP032981	SAMN07420425	SRS2548215	2017-09-28	2017-09-27	NaN	89117	89117	89117	89117	28	28	28	28	28	28	28	28	28	2
SAL_PA7237AA	FSIS11809383	SRR7173079;ILLUMINA;Paired;300;SRX4090721;;	SAL_PA7237AA	Livestock	Swine	animal-swine-market swine	2018				North America	United States	Nebraska						Agona	I			USDA FSIS			PRJNA292666	SRP062916	SAMN09214580	SRS3307463	2018-05-17	2018-05-16	NaN	121531	121531	121531	89117	28	28	28	28	28	28	28	28	28	2
SAL_ZA1968AA	ADRDL-2840	SRR10085060;ILLUMINA;Paired;500;SRX6818069;;	SAL_ZA1968AA	Livestock	Swine	porcine fecal swab (Sus scrofa domesticus)	2019	5			North America	United States	South Dakota										FDA Center for Food Safety and Applied Nutrition			PRJNA280335	SRP059853	SAMN12715493	SRS5361629	2019-09-10	2019-09-09	NaN	200853	200853	200853	89117	28	28	28	28	28	28	28	28	28	2
SAL_CB4275AA	FSIS22027212	SRR11195965;ILLUMINA;Paired;300;SRX7815912;;	SAL_CB4275AA	Livestock	Swine	Product-Raw-Ground, Comminuted or Otherwise Nonintact-Pork	2020				North America	United States							Agona	I			USDA FSIS			PRJNA242847	SRP040648	SAMN14233099	SRS6227053	2020-02-28	2020-02-27	NaN	226416	226416	226416	89117	28	28	28	28	28	28	28	28	28	2
SAL_MA2983AA	D15-022799	SRR6213019;ILLUMINA;Paired;500;SRX3322156;212027706;243	SAL_MA2983AA	Livestock	Swine	Intestine (Porcine)	2015				North America	United States	Minnesota										FDA Center for Food Safety and Applied Nutrition			PRJNA215333	SRP032981	SAMN07420451	SRS2627429	2017-10-25	2017-10-24	NaN	94345	94345	94345	94345	28	28	28	28	28	28	28	28	28	2
SAL_SA4358AA	FSIS31800997	SRR7815491;ILLUMINA;Paired;300;SRX4666988;;	SAL_SA4358AA	Livestock	Swine	Product-Raw-Ground, Comminuted or Otherwise Nonintact-Pork	2018				North America	United States	Indiana						Agona	I			USDA FSIS			PRJNA242847	SRP040648	SAMN10027005	SRS3761843	2018-09-13	2018-09-10	NaN	142057	142057	142057	142057	28	28	28	28	28	28	28	28	28	2
SAL_TA1849AA	80608.14	SRR8078885;ILLUMINA;Paired;;SRX4906028;;	SAL_TA1849AA	Aquatic Animal	Water/River	California River	2008				North America	United States	California				36.9716	-121.952	Agona (Predicted)	I			FDA/CFSAN		A.Boehm (Stanford) SO	PRJNA186035	SRP018785	SAMN10253309	SRS3952241	2018-10-19	2018-10-18	NaN	147350	147350	147350	147350	28	28	28	28	28	28	28	28	28	2
SAL_UA7520AA	AHD44	SRR8435773;ILLUMINA;Paired;500;SRX5243308;;	SAL_UA7520AA	Livestock	Bovine	biological fluid and/or tissue (Bovine)	2009	10			North America	United States	Pennsylvania						Typhimurium	I			FDA Center for Food Safety and Applied Nutrition			PRJNA280335	SRP059853	SAMN10734586	SRS4245975	2019-01-15	2019-01-11	NaN	164363	164363	164363	164363	28	28	28	28	28	28	28	28	28	2
SAL_CB8555AA	CVM 28319	SRR11457444;ILLUMINA;Paired;;SRX8035015;;	SAL_CB8555AA	Livestock	Swine	swine	2002				North America	United States	Missouri						['Agona',				FDA-CVM			PRJNA622256	SRP254729	SAMN14504765	SRS6407259	2020-04-02	2020-04-02	NaN	229610	229610	229610	229610	28	28	28	28	28	28	28	28	28	2
SAL_CB8556AA	CVM 28318	SRR11457445;ILLUMINA;Paired;;SRX8035014;;	SAL_CB8556AA	Livestock	Swine	swine	2002				North America	United States	Missouri						['Agona',				FDA-CVM			PRJNA622256	SRP254729	SAMN14504764	SRS6407257	2020-04-02	2020-04-02	NaN	229611	229611	229610	229610	28	28	28	28	28	28	28	28	28	2
SAL_CB8468AA	CVM 28337	SRR11457804;ILLUMINA;Paired;;SRX8035102;;	SAL_CB8468AA	Livestock	Swine	swine	2003				North America	United States	Missouri						['Agona',				FDA-CVM			PRJNA622256	SRP254729	SAMN14504783	SRS6407344	2020-04-02	2020-04-02	NaN	229640	229640	229640	229640	28	28	28	28	28	28	28	28	28	2
SAL_CB8469AA	CVM 28336	SRR11457805;ILLUMINA;Paired;;SRX8035101;;,SRR11513891;PACBIO_SMRT;Single;;SRX8085531;;	SAL_CB8469AA	Livestock	Swine	swine	2003				North America	United States	Missouri						['Agona',				FDA-CVM			PRJNA622256	SRP254729	SAMN14504782	SRS6407345	2020-04-02	2020-04-02	NaN	229934	229934	229640	229640	28	28	28	28	28	28	28	28	28	2
SAL_CB8450AA	CVM 21969	SRR11457786;ILLUMINA;Paired;;SRX8035120;;	SAL_CB8450AA	Livestock	Bovine	bovine	2003				North America	United States	Tennessee						['Agona',				FDA-CVM			PRJNA622256	SRP254729	SAMN14504569	SRS6407362	2020-04-02	2020-04-02	NaN	229927	229927	229927	229927	28	28	28	28	28	28	28	28	28	2
SAL_FA2867AA	CVM N57338F	SRR3295758;ILLUMINA;Paired;;SRX1662670;313045150;275	SAL_FA2867AA	Livestock	Swine	animal-swine-sow	2014				North America	United States	Texas						Agona				Food and Drug Administration (US)			PRJNA292666	SRP062916	SAMN04577305	SRS1362204	2016-03-26	2016-03-25	NaN	2849	2849	29	29	29	29	29	29	28	28	28	28	28	2
SAL_FA6185AA	FSIS1606340	SRR3476372;ILLUMINA;Paired;300;SRX1742996;312005250;135	SAL_FA6185AA	Livestock	Swine	animal-swine-sow	2016				North America	United States	Texas						Agona	I			Department of Agriculture - Food Safety and Inspection Service (US)			PRJNA292666	SRP062916	SAMN04942605	SRS1422245	2016-05-05	2016-05-04	NaN	29	29	29	29	29	29	29	29	28	28	28	28	28	2
SAL_FA5822AA	FDA475842	SRR9853553;ILLUMINA;Paired;500;SRX6608007;;,SRR3457705;ILLUMINA;Paired;500;SRX1733529;323321680;242	SAL_FA5822AA	Aquatic Animal	Fish	seasoned file fish	2008	7			Asia	South Korea							Agona	I			Food and Drug Administration - Center for Food Safety and Applied Nutrition (US)			PRJNA186035	SRP018785	SAMN02844616	SRS1414760	2016-04-28	2015-01-01	NaN	362	362	362	362	362	362	29	29	28	28	28	28	28	2
SAL_BA2054AA	ADRDL-14-18916	SRR2096545;ILLUMINA;Paired;500;SRX1091655;414795504;237	SAL_BA2054AA	Livestock	Bovine	Bos taurus; bovine intestine	2014	10			North America	United States	Minnesota						Agona	I			Food and Drug Administration - Center for Food Safety and Applied Nutrition (US)			PRJNA280335	SRP059853	SAMN03734312	SRS987293	2015-08-27	2015-07-10	NaN	35909	35909	35909	419	419	419	29	29	28	28	28	28	28	2
SAL_FA5754AA	FSIS1606299	SRR3440534;ILLUMINA;Paired;300;SRX1726967;1157751538;131	SAL_FA5754AA	Livestock	Swine	Product-Raw-Ground, Comminuted or Otherwise Nonintact-Pork	2016				North America	United States							Agona	I			Department of Agriculture - Food Safety and Inspection Service (US)			PRJNA242847	SRP040648	SAMN04901719	SRS1412214	2016-04-26	2016-04-26	NaN	419	419	419	419	419	419	29	29	28	28	28	28	28	2
SAL_IA9355AA	PNUSAS009694	SRR5361055;ILLUMINA;Paired;;SRX2656836;577687860;206	SAL_IA9355AA	Human	Human	Age: 30-39; stool	2016	10			North America	United States							Agona (Predicted)				PulseNet Next Generation Subtyping Methods Unit			PRJNA230403	SRP040281	SAMN06564572	SRS2060365	2017-03-20	2017-03-20	NaN	66501	66501	35909	419	419	419	29	29	28	28	28	28	28	2
SAL_MA3890AA	FSIS11705114	SRR6238393;ILLUMINA;Paired;500;SRX3346630;700792312;242	SAL_MA3890AA	Poultry	Poultry	Comminuted Turkey	2016				North America	United States	California						Agona	I			USDA FSIS			PRJNA242847	SRP040648	SAMN07955801	SRS2646758	2017-10-31	2017-10-31	NaN	95096	95096	95096	419	419	419	29	29	28	28	28	28	28	2
SAL_OA5912AA	FSIS31800252	SRR6869541;ILLUMINA;Paired;300;SRX3823821;;	SAL_OA5912AA	Poultry	Poultry	chicken carcass	2018				North America	United States	Illinois						Agona	I			USDA FSIS			PRJNA242847	SRP040648	SAMN08742954	SRS3073172	2018-03-27	2018-03-20	NaN	111327	111327	35909	419	419	419	29	29	28	28	28	28	28	2
SAL_PA1147AA	FSIS31800308	SRR6976755;ILLUMINA;Paired;500;SRX3918357;;	SAL_PA1147AA	Poultry	Poultry	Comminuted Turkey	2018				North America	United States	California						Agona	I			USDA FSIS			PRJNA242847	SRP040648	SAMN08904790	SRS3153415	2018-04-12	2018-04-10	NaN	117233	117233	117233	419	419	419	29	29	28	28	28	28	28	2
SAL_PA1613AA	FSIS21821434	SRR6998647;ILLUMINA;Paired;300;SRX3933078;;	SAL_PA1613AA	Poultry	Poultry	Comminuted Turkey	2018				North America	United States	Missouri						Agona	I			USDA FSIS			PRJNA242847	SRP040648	SAMN08929383	SRS3166001	2018-04-14	2018-04-13	NaN	116895	116895	116895	419	419	419	29	29	28	28	28	28	28	2
SAL_QA2806AA	FSIS11810474	SRR7292796;ILLUMINA;Paired;300;SRX4195458;;	SAL_QA2806AA	Poultry	Poultry	Comminuted Turkey	2018				North America	United States	Louisiana						Agona	I			USDA FSIS			PRJNA242847	SRP040648	SAMN09395614	SRS3406250	2018-06-12	2018-06-11	NaN	126125	126125	116895	419	419	419	29	29	28	28	28	28	28	2
SAL_QA8133AA	FSIS11810951	SRR7426094;ILLUMINA;Paired;300;SRX4296916;;	SAL_QA8133AA	Poultry	Poultry	Animal-Turkey-Turkey Carcass Sponge	2018				North America	United States	Texas						Agona	I			USDA FSIS			PRJNA242847	SRP040648	SAMN09479627	SRS3459933	2018-06-26	2018-06-25	NaN	130376	130376	35909	419	419	419	29	29	28	28	28	28	28	2
SAL_QA8914AA	FSIS11811129	SRR7442250;ILLUMINA;Paired;300;SRX4312850;;	SAL_QA8914AA	Poultry	Poultry	chicken carcass	2018				North America	United States	Illinois						Agona	I			USDA FSIS			PRJNA242847	SRP040648	SAMN09500973	SRS3471875	2018-06-27	2018-06-27	NaN	133124	133124	133124	419	419	419	29	29	28	28	28	28	28	2
SAL_RA9218AA	FSIS11812289	SRR7635005;ILLUMINA;Paired;500;SRX4498565;;	SAL_RA9218AA	Poultry	Poultry	Comminuted Turkey	2018				North America	United States	Missouri						Agona	I			USDA FSIS			PRJNA242847	SRP040648	SAMN09756640	SRS3619463	2018-08-02	2018-08-01	NaN	141554	141554	35909	419	419	419	29	29	28	28	28	28	28	2
SAL_TA6582AA	FSIS31801189	SRR8146897;ILLUMINA;Paired;300;SRX4967402;;	SAL_TA6582AA	Poultry	Poultry	Comminuted Turkey	2018				North America	United States	Missouri						Agona	I			USDA FSIS			PRJNA242847	SRP040648	SAMN10365058	SRS4006858	2018-11-07	2018-11-04	NaN	151035	151035	151035	419	419	419	29	29	28	28	28	28	28	2
SAL_VA0890AA	ADRDL-2401	SRR8506562;ILLUMINA;Paired;500;SRX5310416;;	SAL_VA0890AA	Poultry	Poultry	Turkey Lung 4 (Meleagris gallopavo)	2018	12			North America	United States	South Dakota										FDA Center for Food Safety and Applied Nutrition			PRJNA280335	SRP059853	SAMN10845769	SRS4307782	2019-01-30	2019-01-30	NaN	166531	166531	166531	419	419	419	29	29	28	28	28	28	28	2
SAL_WA4004AA	FSIS11919210	SRR8795535;ILLUMINA;Paired;300;SRX5584451;;	SAL_WA4004AA	Poultry	Poultry	Comminuted Turkey	2019				North America	United States	Missouri						Agona	I			USDA FSIS			PRJNA242847	SRP040648	SAMN11267690	SRS4545881	2019-03-28	2019-03-27	NaN	176983	176983	35909	419	419	419	29	29	28	28	28	28	28	2
SAL_WA5798AA	FSIS11918575	SRR8925516;ILLUMINA;Paired;300;SRX5706579;;	SAL_WA5798AA	Poultry	Poultry	Animal-Turkey-Turkey Carcass Sponge	2019				North America	United States	Illinois						Agona	I			USDA FSIS			PRJNA242847	SRP040648	SAMN11457972	SRS4645980	2019-04-18	2019-04-18	NaN	178782	178782	178782	419	419	419	29	29	28	28	28	28	28	2
SAL_WA7335AA	FSIS31901895	SRR8991641;ILLUMINA;Paired;500;SRX5770697;;	SAL_WA7335AA	Poultry	Poultry	Comminuted Turkey	2019				North America	United States	Missouri						Agona	I			USDA FSIS			PRJNA242847	SRP040648	SAMN11536975	SRS4704761	2019-04-30	2019-04-30	NaN	179610	179610	35909	419	419	419	29	29	28	28	28	28	28	2
SAL_WA7459AA	FSIS11920562	SRR9001378;ILLUMINA;Paired;300;SRX5780171;;	SAL_WA7459AA	Poultry	Poultry	Comminuted Turkey	2019				North America	United States	Minnesota						Agona	I			USDA FSIS			PRJNA242847	SRP040648	SAMN11554174	SRS4713098	2019-05-02	2019-05-01	NaN	179891	179891	179891	419	419	419	29	29	28	28	28	28	28	2
SAL_XA0177AA	FSIS11921050	SRR9105575;ILLUMINA;Paired;300;SRX5880271;;	SAL_XA0177AA	Poultry	Poultry	Comminuted Turkey	2019				North America	United States	Arkansas						Agona	I			USDA FSIS			PRJNA242847	SRP040648	SAMN11811371	SRS4803017	2019-05-30	2019-05-22	NaN	181918	181918	35909	419	419	419	29	29	28	28	28	28	28	2
SAL_YA0348AA	FSIS31902303	SRR9674386;ILLUMINA;Paired;300;SRX6434772;;	SAL_YA0348AA	Poultry	Poultry	Comminuted Turkey	2019				North America	United States	Indiana						Agona	I			USDA FSIS			PRJNA242847	SRP040648	SAMN12260221	SRS5089331	2019-07-12	2019-07-12	NaN	190812	190812	190812	419	419	419	29	29	28	28	28	28	28	2
SAL_YA8676AA	CVM N19S0070	SRR9984430;ILLUMINA;Paired;;SRX6725591;;	SAL_YA8676AA	Poultry	Poultry	ground turkey	2019				North America	United States	South Dakota						Agona				FDA-CVM			PRJNA292661	SRP063697	SAMN12587216	SRS5277567	2019-08-20	2019-08-16	NaN	198577	198577	35909	419	419	419	29	29	28	28	28	28	28	2
SAL_YA8677AA	CVM N19S0069	SRR9984431;ILLUMINA;Paired;;SRX6725590;;	SAL_YA8677AA	Poultry	Poultry	ground turkey	2019				North America	United States	South Dakota						Agona				FDA-CVM			PRJNA292661	SRP063697	SAMN12587215	SRS5277566	2019-08-20	2019-08-16	NaN	198575	198575	198575	419	419	419	29	29	28	28	28	28	28	2
SAL_ZA0761AA	FSIS21925249	SRR10044419;ILLUMINA;Paired;300;SRX6779191;;	SAL_ZA0761AA	Poultry	Poultry	Comminuted Turkey	2019				North America	United States	California						Agona	I			USDA FSIS			PRJNA242847	SRP040648	SAMN12659472	SRS5326121	2019-09-01	2019-08-30	NaN	199967	199967	199967	419	419	419	29	29	28	28	28	28	28	2
SAL_ZA3440AA	FSIS31902616	SRR10154195;ILLUMINA;Paired;300;SRX6879610;;	SAL_ZA3440AA	Poultry	Poultry	Comminuted Turkey	2019				North America	United States	Indiana						Agona	I			USDA FSIS			PRJNA242847	SRP040648	SAMN12797800	SRS5415144	2019-09-21	2019-09-20	NaN	202144	202144	202144	419	419	419	29	29	28	28	28	28	28	2
SAL_ZA4303AA	CVM N19S0597	SRR10180555;ILLUMINA;Paired;;SRX6902035;;	SAL_ZA4303AA	Poultry	Poultry	ground turkey	2019				North America	United States	Kansas						['Agona', '']				FDA-CVM			PRJNA292661	SRP063697	SAMN12843035	SRS5433932	2019-09-26	2019-09-26	NaN	202931	202931	35909	419	419	419	29	29	28	28	28	28	28	2
SAL_ZA4304AA	CVM N19S0596	SRR10180556;ILLUMINA;Paired;;SRX6902034;;	SAL_ZA4304AA	Poultry	Poultry	ground turkey	2019				North America	United States	Kansas						['Agona', '']				FDA-CVM			PRJNA292661	SRP063697	SAMN12843034	SRS5433931	2019-09-26	2019-09-26	NaN	202931	202931	35909	419	419	419	29	29	28	28	28	28	28	2
SAL_BB3217AA	FSIS11926134	SRR10447383;ILLUMINA;Paired;300;SRX7141976;;	SAL_BB3217AA	Poultry	Poultry	Comminuted Turkey	2019				North America	United States	Utah						Agona	I			USDA FSIS			PRJNA242847	SRP040648	SAMN13287148	SRS5650113	2019-12-01	2019-11-16	NaN	217187	217187	217187	419	419	419	29	29	28	28	28	28	28	2
SAL_BB6542AA	FSIS11927182	SRR10734247;ILLUMINA;Paired;500;SRX7410084;;	SAL_BB6542AA	Poultry	Poultry	Animal-Turkey-Young Turkey	2019				North America	United States	Indiana						Agona	I			USDA FSIS			PRJNA292666	SRP062916	SAMN13624451	SRS5857347	2019-12-24	2019-12-19	NaN	220320	202931	35909	419	419	419	29	29	28	28	28	28	28	2
SAL_CB2100AA	RS321	SRR10905308;ILLUMINA;Paired;;SRX7573486;;	SAL_CB2100AA	Poultry	Poultry	Meleagris gallopavo f. domestica; Poult	2018				North America	United States					46.7	-94.7					University of Minnesota			PRJNA601793	SRP242319	SAMN13874557	SRS6008953	2020-02-14	2020-01-17	NaN	223431	223431	223431	419	419	419	29	29	28	28	28	28	28	2
SAL_DA3212AA	MDH-2014-00502	SRR1574313;ILLUMINA;Paired;500;SRX700289;289867974;183	SAL_DA3212AA	Livestock	Swine	Porcine Spleen	2003	7			North America	United States	Indiana						Agona	I			Food and Drug Administration - Center for Food Safety and Applied Nutrition (US)			PRJNA215333	SRP032981	SAMN02699668	SRS700475	2015-08-27	2014-09-12	NaN	19121	19121	19121	19121	419	419	29	29	28	28	28	28	28	2
SAL_GA2390AA	BCW_2436	SRR1814402;ILLUMINA;Paired;;SRX886774;411509840;98	SAL_GA2390AA	Laboratory	Laboratory	culture													Agona (Predicted)				University of California Davis - 100K Genome Project			PRJNA203445	SRP022914	SAMN03357101	SRS855877	2016-06-30	2016-02-24	NaN	43286	43286	43286	43286	419	419	29	29	28	28	28	28	28	2
SAL_NA5458AA	PNUSAS031793	SRR6481344;ILLUMINA;Paired;;SRX3571204;403146240;240	SAL_NA5458AA	Human	Human	Age: 50-59; stool	2017	11			North America	United States											PulseNet Next Generation Subtyping Methods Unit			PRJNA230403	SRP040281	SAMN08367896	SRS2842192	2018-01-19	2018-01-18	NaN	105485	105485	105485	105485	419	419	29	29	28	28	28	28	28	2
SAL_PA2156AA	FSIS11808917	SRR7030833;ILLUMINA;Paired;300;SRX3963001;;	SAL_PA2156AA	Livestock	Swine	animal-swine-market swine	2018				North America	United States	Illinois						Agona	I			USDA FSIS			PRJNA292666	SRP062916	SAMN08950993	SRS3192982	2018-04-19	2018-04-18	NaN	118724	118724	118724	118724	419	419	29	29	28	28	28	28	28	2
SAL_TA2681AA	FSIS11814821	SRR8098480;ILLUMINA;Paired;500;SRX4925280;;	SAL_TA2681AA	Livestock	Swine	animal-swine-sow	2018				North America	United States	Illinois						Agona	I			USDA FSIS			PRJNA292666	SRP062916	SAMN10258757	SRS3970535	2018-10-24	2018-10-23	NaN	148102	148102	148102	148102	419	419	29	29	28	28	28	28	28	2
SAL_WA1946AA	FSIS11918975	SRR8754564;ILLUMINA;Paired;500;SRX5545310;;	SAL_WA1946AA	Poultry	Poultry	Animal-Turkey-Turkey Carcass Sponge	2019				North America	United States	Illinois						Agona	I			USDA FSIS			PRJNA242847	SRP040648	SAMN11173447	SRS4510956	2019-03-20	2019-03-19	NaN	176075	176075	176075	176075	419	419	29	29	28	28	28	28	28	2
SAL_WA3783AA	FSIS31901679	SRR8784013;ILLUMINA;Paired;300;SRX5573977;;	SAL_WA3783AA	Poultry	Poultry	chicken carcass	2019				North America	United States	Illinois						Agona	I			USDA FSIS			PRJNA242847	SRP040648	SAMN11250912	SRS4536568	2019-03-26	2019-03-25	NaN	176837	176837	176075	176075	419	419	29	29	28	28	28	28	28	2
SAL_WA8144AA	FSIS11920790	SRR9029011;ILLUMINA;Paired;300;SRX5806452;;	SAL_WA8144AA	Poultry	Poultry	chicken carcass	2019				North America	United States	Illinois						Agona	I			USDA FSIS			PRJNA242847	SRP040648	SAMN11604211	SRS4735939	2019-05-08	2019-05-08	NaN	180395	180395	180395	176075	419	419	29	29	28	28	28	28	28	2
SAL_WA9614AA	FSIS21924426	SRR9134237;ILLUMINA;Paired;300;SRX5907999;;	SAL_WA9614AA	Poultry	Poultry	chicken carcass	2019				North America	United States	Illinois						Agona	I			USDA FSIS			PRJNA242847	SRP040648	SAMN11872565	SRS4827222	2019-05-30	2019-05-28	NaN	183929	183929	180395	176075	419	419	29	29	28	28	28	28	28	2
SAL_WA9622AA	FSIS11921258	SRR9134227;ILLUMINA;Paired;500;SRX5907989;;	SAL_WA9622AA	Poultry	Poultry	chicken carcass	2019				North America	United States	Illinois						Agona	I			USDA FSIS			PRJNA242847	SRP040648	SAMN11872541	SRS4827212	2019-05-30	2019-05-28	NaN	183936	183936	176075	176075	419	419	29	29	28	28	28	28	28	2
SAL_WA9754AA	FSIS31901985	SRR9127673;ILLUMINA;Paired;500;SRX5901655;;	SAL_WA9754AA	Poultry	Poultry	chicken carcass	2019				North America	United States	Illinois						Agona	I			USDA FSIS			PRJNA242847	SRP040648	SAMN11860654	SRS4822064	2019-05-30	2019-05-25	NaN	183815	183815	176075	176075	419	419	29	29	28	28	28	28	28	2
SAL_XA4914AA	FSIS21924588	SRR9302482;ILLUMINA;Paired;300;SRX6071224;;	SAL_XA4914AA	Poultry	Poultry	chicken carcass	2019				North America	United States	Illinois						Agona	I			USDA FSIS			PRJNA242847	SRP040648	SAMN12057886	SRS4973431	2019-06-14	2019-06-14	NaN	186549	186549	180395	176075	419	419	29	29	28	28	28	28	28	2
SAL_YA2284AA	FSIS11922659	SRR9699518;ILLUMINA;Paired;300;SRX6457568;;	SAL_YA2284AA	Poultry	Poultry	chicken carcass	2019				North America	United States	Illinois						Agona	I			USDA FSIS			PRJNA242847	SRP040648	SAMN12290020	SRS5109438	2019-07-18	2019-07-17	NaN	192585	183929	180395	176075	419	419	29	29	28	28	28	28	28	2
SAL_WA4029AA	FSIS11918535	SRR8795510;ILLUMINA;Paired;300;SRX5584425;;	SAL_WA4029AA	Livestock	Swine	animal-swine-market swine	2019				North America	United States	Iowa						Agona	I			USDA FSIS			PRJNA292666	SRP062916	SAMN11267651	SRS4545855	2019-03-28	2019-03-27	NaN	176966	176966	176966	176966	419	419	29	29	28	28	28	28	28	2
SAL_WA9935AA	FSIS31902031	SRR9117934;ILLUMINA;Paired;300;SRX5891970;;	SAL_WA9935AA	Poultry	Poultry	Comminuted Turkey	2019				North America	United States	Louisiana						Agona	I			USDA FSIS			PRJNA242847	SRP040648	SAMN11843908	SRS4813672	2019-05-30	2019-05-24	NaN	183338	183338	183338	183338	419	419	29	29	28	28	28	28	28	2
SAL_YA8810AA	CVM N18S2009	SRR9984246;ILLUMINA;Paired;;SRX6725457;;	SAL_YA8810AA	Poultry	Poultry	Ground Turkey (Breasts)	2018				North America	United States	Texas						Agona				FDA-CVM			PRJNA292661	SRP063697	SAMN12587070	SRS5277433	2019-08-20	2019-08-16	NaN	198466	198466	198466	198466	419	419	29	29	28	28	28	28	28	2
SAL_AB1483AA	FSIS11925751	SRR10356995;ILLUMINA;Paired;300;SRX7066397;;	SAL_AB1483AA	Livestock	Bovine	animal-cattle-heifer	2019				North America	United States	Nebraska						Agona	I			USDA FSIS			PRJNA292666	SRP062916	SAMN13148796	SRS5583024	2019-10-29	2019-10-28	NaN	208743	208743	208743	208743	419	419	29	29	28	28	28	28	28	2
SAL_FA5693AA	FDA429816 1-1	SRR3438081;ILLUMINA;Paired;500;SRX1725428;432311712;168	SAL_FA5693AA	Food	Plant	curry powder	2007	7			Asia	India							Agona (Predicted)				FDA/CFSAN			PRJNA186035	SRP018785	SAMN02845958	SRS1410822	2016-04-25	2015-01-01	NaN	477	477	477	477	477	419	29	29	28	28	28	28	28	2
SAL_JA4237AA	FDA425710-1	SRR5526156;ILLUMINA;Paired;500;SRX2795564;549167838;197	SAL_JA4237AA	Food	Plant	plain curry powder	2007	5			Asia	India							Agona	I			FDA/CFSAN			PRJNA186035	SRP018785	SAMN02845954	SRS2176687	2017-05-10	2017-05-10	NaN	70520	70520	477	477	477	419	29	29	28	28	28	28	28	2
SAL_LA1935AA	20031284	traces-0lskKys;ILLUMINA;Paired;;;281675702;151	SAL_LA1935AA	Human	Human	Gut	2003				Europe	Scotland	Scotland						Agona	I			M. Achtman		D. Brown (Scotland)					2017-09-07	2018-10-09	NaN	85738	85738	85738	477	477	419	29	29	28	28	28	28	28	2
SAL_BA8223AA	69269	SRR1969915;ILLUMINA;Paired;;SRX991733;382557780;99	SAL_BA8223AA	Human	Human	Homo sapiens; human	2014	11			Europe	United Kingdom	England						Agona	I			Public Health England - Gastrointestinal Bacteria Reference Unit			PRJNA248792	SRP042645	SAMN03479992	SRS906520	2015-08-27	2015-04-13	NaN	27564	27564	2079	2079	477	419	29	29	28	28	28	28	28	2
